Post Link,title,CreationDate,PostTypeId,AnswerCount,tags,ViewCount,Score,User Link,LastActivityDate,LastEditDate,ClosedDate
"29854240","Execute jar from desktop with double click CentOS 7","2015-04-24 17:50:00","1","0","<java><jar><centos><executable-jar>","12","0","4829737","2015-04-24 17:50:00","",""
"29315563","Cannot start Redis on Centos","2015-03-28 09:31:20","1","0","<redis><centos>","17","-1","4527616","2015-03-28 09:31:20","",""
"29349182","CentOS cannot delete file, chattr -a does not work","2015-03-30 14:41:22","1","1","<filesystems><centos6><virus>","30","0","2365420","2015-03-30 15:02:38","2015-03-30 15:02:38",""
"29357040","cucumber ChildProcess::LaunchError","2015-03-30 21:54:53","1","1","<ruby-on-rails><gem><cucumber>","18","0","1678764","2015-03-30 21:54:53","",""
"29358786","django deploy mod_wsgi centos 7 error","2015-03-31 00:51:01","1","0","<django><apache><python-2.7><mod-wsgi><centos7>","36","0","4151439","2015-03-31 00:56:20","2015-03-31 00:56:20",""
"29363320","How to transfer directory from remote server to local server ( Centos 6 64 )","2015-03-31 07:48:44","1","0","<download><directory><centos>","10","-1","4732893","2015-03-31 07:48:44","",""
"29396322","Warning: No matches found for: kernel-devel","2015-04-01 16:44:12","1","0","<linux-kernel><yum>","14","0","4162734","2015-04-01 16:44:12","",""
"29417867","WebSocket connection works in local machine but not in server","2015-04-02 16:28:30","1","1","<php><laravel><nginx><websocket><centos>","34","0","4342476","2015-04-02 16:49:17","",""
"29429886","ImportError for Gnuplot in python terminal","2015-04-03 09:52:30","1","1","<python><import><centos><gnuplot><importerror>","28","0","4448441","2015-04-03 10:31:26","",""
"29468421","Gtk-WARNING **: cannot open display launching background GTK","2015-04-06 09:18:22","1","2","<ubuntu><ssh><centos><gtk><kvm>","56","0","2200615","2015-04-10 11:20:35","",""
"29494250","php ssh read output issue","2015-04-07 14:38:19","1","1","<php><linux><ssh><centos>","21","0","1212270","2015-04-07 19:49:46","",""
"29496379","why nginx holds file descriptions of logs?","2015-04-07 16:21:54","1","0","<logging><nginx><centos><file-descriptor>","12","0","2240446","2015-04-07 16:21:54","",""
"29508785","Cannot connect to SMTP server","2015-04-08 07:43:43","1","1","<smtp><centos><postfix>","27","-3","4131071","2015-04-18 04:15:27","2015-04-08 08:18:34",""
"29508981","systemd service startup issue","2015-04-08 07:55:22","1","1","<centos><systemd>","39","1","188014","2015-04-08 08:34:50","",""
"29511056","docker - change default login user","2015-04-08 09:39:34","1","1","<linux><unix><docker>","29","0","421105","2015-04-08 09:43:14","",""
"29515510","Cannot Install Laravel 5 on CentOS 7","2015-04-08 13:06:25","1","2","<php><laravel><centos><laravel-5><blade>","96","0","4763167","2015-04-09 13:17:55","",""
"29685328","Where does Cloudera Manager get the --hostname value for Impala commands?","2015-04-16 20:28:19","1","1","<hadoop><centos><cloudera><impala>","20","0","2390867","2015-04-19 19:44:59","",""
"29693567","apache permission error","2015-04-17 08:02:07","1","1","<linux><apache>","17","0","4005632","2015-04-17 10:15:32","2015-04-17 08:33:40",""
"29699597","Ruby bundler installing unwanted version of puppet gem","2015-04-17 12:44:30","1","1","<ruby><rspec><puppet>","42","1","1153938","2015-04-20 07:57:13","",""
"29714991","","2015-04-18 08:49:03","2","","","","0","4793022","2015-04-18 08:59:36","2015-04-18 08:59:36",""
"29716857","Installing nloptr on Linux","2015-04-18 11:44:19","1","1","<r><centos><nlopt>","48","0","1002903","2015-04-18 15:21:01","2015-04-18 15:21:01",""
"29722876","run puma server as a service at centos 7 - no ruby found","2015-04-18 21:08:46","1","0","<ruby-on-rails><ruby><service><puma><systemd>","18","0","4347384","2015-04-18 21:08:46","",""
"29773885","","2015-04-21 13:40:09","2","","","","0","179434","2015-04-21 13:40:09","",""
"29792303","gitlab can't deliver email normally","2015-04-22 08:50:38","1","2","<gitlab>","18","0","4652609","2015-04-22 09:41:17","",""
"29811680","openvswitch with rdo repo on centos 7 crash","2015-04-23 00:56:13","1","0","<openvswitch><juno><rdo>","12","0","624724","2015-04-23 00:56:13","",""
"29823836","","2015-04-23 12:43:46","2","","","","1","2172464","2015-04-23 12:50:04","2015-04-23 12:50:04",""
"29823895","","2015-04-23 12:45:56","2","","","","0","2325384","2015-04-23 12:45:56","",""
"29825833","","2015-04-23 14:02:37","2","","","","0","2186189","2015-04-23 14:02:37","",""
"29835574","Directing wsgi to the correct python","2015-04-23 22:36:03","1","0","<wsgi>","6","0","1896222","2015-04-23 22:36:03","",""
"29839477","","2015-04-24 05:34:23","2","","","","0","4820025","2015-04-24 05:34:23","",""
"29860592","Retrieve several fastqsamples from SRA file","2015-04-25 03:17:08","1","0","<fastq>","5","0","4359200","2015-04-25 03:17:08","",""
"29868177","Accessing a Postgres Db - Ident authentication failed","2015-04-25 17:04:03","1","1","<postgresql>","12","0","1896222","2015-04-25 18:18:24","","2015-04-26 01:36:55"
"29871750","Using firewall-config in CentOS 7","2015-04-25 23:09:30","1","0","<centos>","2","0","1070958","2015-04-25 23:09:30","",""
"29301140","obiee server don't connect in centos","2015-03-27 12:50:51","1","1","<centos><virtualbox><obiee>","49","-1","4490628","2015-03-27 13:06:29","",""
"29318191","Prevent unwanted url on centos server","2015-03-28 14:19:49","1","1","<apache><centos>","19","2","613706","2015-03-30 09:37:59","2015-03-30 09:37:59",""
"29335102","PhantomJS Install Centos 5.5","2015-03-29 21:32:01","1","0","<linux><phantomjs>","19","0","2823494","2015-03-29 21:32:01","",""
"29339852","Meteor production getting fiber error","2015-03-30 06:42:26","1","1","<node.js><meteor>","53","0","3970095","2015-03-30 07:59:01","",""
"29350152","Gitlab custom hook not running","2015-03-30 15:27:57","1","1","<linux><git><centos><gitlab>","33","1","1204334","2015-03-30 17:03:30","",""
"29350174","","2015-03-30 15:28:52","2","","","","0","2361801","2015-03-30 15:28:52","",""
"29358613","","2015-03-31 00:28:55","2","","","","1","3679807","2015-03-31 00:38:17","2015-03-31 00:38:17",""
"29358707","django memcached on red hat","2015-03-31 00:40:30","1","1","<django><centos><memcached><libmemcached>","11","0","4488842","2015-04-04 02:02:19","",""
"29364982","Displaying current path in the window title with byobu on centos","2015-03-31 09:19:47","1","0","<centos><tmux><byobu>","39","0","732797","2015-03-31 09:19:47","",""
"29383034","Mongodb Service won't start","2015-04-01 04:46:13","1","1","<mongodb>","30","-1","2671261","2015-04-01 05:07:20","",""
"29385168","Nova-docker is not running","2015-04-01 07:29:58","1","0","<docker><openstack><openstack-nova><dockerhub><docker-registry>","23","0","2926909","2015-04-01 07:29:58","",""
"29385228","","2015-04-01 07:33:16","2","","","","0","2926909","2015-04-01 07:33:16","",""
"29393160","set crontab 4:44am - 8:44pm every 30 minutes, every day","2015-04-01 14:15:25","1","0","<crontab>","17","-3","1979989","2015-04-01 14:15:25","",""
"29398569","bjam installation on RedHat centos 7 ppc64","2015-04-01 18:53:21","1","0","<boost><redhat><bjam>","11","0","1199712","2015-04-01 18:53:21","",""
"29424053","Running a bash command with multiple lines of input via ssh","2015-04-02 23:19:49","1","1","<linux><bash><ssh><centos>","28","0","342390","2015-04-02 23:32:28","2015-04-02 23:32:03",""
"29434492","","2015-04-03 14:52:00","2","","","","0","4742663","2015-04-03 14:52:00","",""
"29476365","docker push to private registry hangs","2015-04-06 17:35:34","1","1","<docker><docker-registry>","56","0","3557780","2015-04-08 12:28:17","",""
"29478285","Unable to CHMOD /etc/ in Amazon EC2","2015-04-06 19:33:38","1","0","<amazon-web-services><amazon-ec2><centos><sudoers>","15","0","4755907","2015-04-06 21:19:34","2015-04-06 21:19:34",""
"29484225","Trying to install cantos7","2015-04-07 05:14:00","1","0","<centos>","25","1","4757183","2015-04-07 05:14:00","",""
"29486252","How can I lock screen and force re-login after a period of inactivity on different linux distros?","2015-04-07 07:34:12","1","0","<linux><centos><debian><amazon><rhel>","20","-3","4302616","2015-04-07 07:41:52","2015-04-07 07:41:52",""
"29520455","How to get PhantomJS to render installed fonts?","2015-04-08 16:36:21","1","0","<fonts><centos><phantomjs>","38","0","535296","2015-04-08 16:36:21","",""
"29688898","OpenLDAP Centos 7 LDAP server request for passphrase","2015-04-17 01:55:10","1","1","<linux><centos><openldap>","33","0","2566773","2015-04-17 04:39:27","2015-04-17 02:38:22",""
"29690946","set up transparent proxy in squid for block https in centos6","2015-04-17 05:19:40","1","0","<https><centos6><squid><transparentproxy>","16","-1","2217535","2015-04-17 06:13:36","2015-04-17 06:13:36","2015-04-17 07:40:42"
"29706941","Getting Ansible example (jboss-standalone) to work with Vagrant","2015-04-17 18:34:39","1","1","<yaml><ansible><inventory>","22","0","243892","2015-04-18 17:13:22","",""
"29720507","","2015-04-18 17:26:47","2","","","","0","939299","2015-04-18 17:32:47","2015-04-18 17:32:47",""
"29735476","","2015-04-19 20:31:01","2","","","","1","272648","2015-04-19 20:31:01","",""
"29741518","CentOS: error: libXext.so.6: cannot open shared object file: No such file or directory","2015-04-20 07:20:01","1","0","<java><centos><ods>","27","1","4688819","2015-04-23 03:42:53","2015-04-23 03:42:53",""
"29751565","What is killing this process and how to stop it from doing so","2015-04-20 15:05:10","1","2","<php><linux><bash><apache><centos>","54","0","1318346","2015-04-22 15:38:37","",""
"29786528","Installing gcc on linux","2015-04-22 02:13:46","1","2","<c++><c><linux><gcc>","48","-3","4360034","2015-04-22 02:31:47","2015-04-22 02:31:47",""
"29786555","","2015-04-22 02:17:02","2","","","","1","4107956","2015-04-22 02:17:02","",""
"29786579","","2015-04-22 02:19:03","2","","","","2","1290899","2015-04-22 02:19:03","",""
"29790601","Prevent conversion to literal in terminal auto-completion","2015-04-22 07:27:18","1","0","<bash><terminal><centos>","19","0","2622293","2015-04-22 07:27:18","",""
"29800257","how to set chromedriver work for centos 6.6 to run selenium test cases in python","2015-04-22 14:10:24","1","1","<python-2.7><selenium><centos6>","7","0","2049591","2015-04-22 14:57:02","",""
"29804101","debugger-x for php how to listen in two locations","2015-04-22 16:51:33","1","0","<php><debugging><centos><vagrant><netbeans-8>","9","1","1112523","2015-04-22 16:51:33","",""
"29808098","","2015-04-22 20:26:00","2","","","","1","1329217","2015-04-22 20:26:00","",""
"29830760","","2015-04-23 17:44:41","2","","","","2","2501921","2015-04-23 19:03:48","2015-04-23 19:03:48",""
"29854837","TP-Link TL-WN722N CentOS 6.6","2015-04-24 18:23:39","1","0","<centos>","4","0","4811158","2015-04-24 18:23:39","","2015-04-25 06:34:45"
"29859131","Unable to bind listening socket for address php-fpm","2015-04-24 23:25:21","1","0","<php><linux><nginx>","32","1","4830343","2015-04-24 23:52:23","2015-04-24 23:52:23",""
"29331282","","2015-03-29 15:51:45","2","","","","3","4545399","2015-03-29 15:56:52","2015-03-29 15:56:52",""
"29345965","creating snapshot for mongodb","2015-03-30 12:13:50","1","0","<linux><mongodb><snapshot>","35","3","4266685","2015-03-30 13:53:16","2015-03-30 13:53:16",""
"29347620","walrus not configured on centos in eucalyptus","2015-03-30 13:33:39","1","1","<tcp><centos><cloud><eucalyptus>","18","0","4560798","2015-03-30 17:08:14","",""
"29356106","Creating BigInsights (IBM Hadoop) Docker image, sysctl issue","2015-03-30 20:55:25","1","1","<hadoop><docker><bluemix><sysctl><biginsights>","48","0","3656912","2015-03-31 19:48:22","2015-03-31 19:48:22",""
"29364086","Installed jdk 1.8 but java.library.path is still pointing to 32 bit files","2015-03-31 08:32:40","1","0","<java><linux><centos><java-8>","33","0","1230257","2015-03-31 08:32:40","",""
"29368607","Shell Script and yum, what to do when package is not available. Centos","2015-03-31 12:23:40","1","2","<shell><scripting><centos><yum>","36","0","2066184","2015-04-01 19:05:04","",""
"29401253","Dockerfile COPY / ADD fails for file in build context","2015-04-01 21:33:43","1","1","<docker><dockerfile>","40","0","1023121","2015-04-01 21:36:36","",""
"29408227","Uncaught exception 'CacheException' with message 'Cache engine _cake_core_ is not properly configured","2015-04-02 08:21:02","1","0","<php><cakephp><centos><cakephp-2.0><server>","13","0","2940793","2015-04-02 09:49:47","2015-04-02 09:49:47",""
"29411813","apache mod_expire not work","2015-04-02 11:27:46","1","1","<apache><caching><centos><mod-expires>","24","0","4742152","2015-04-16 16:00:04","",""
"29413544","Solved - Understand inotify events after cp command","2015-04-02 12:55:58","1","1","<c><centos><inotify><cp>","29","0","3729465","2015-04-12 12:36:52","2015-04-12 12:36:52",""
"29469311","Moving New files from one linux server to other linux FTP","2015-04-06 10:18:05","1","1","<ftp><centos>","13","0","2256551","2015-04-06 10:40:28","2015-04-06 10:35:20",""
"29500520","How to configure firewall on Centos 7 for KVM Routed Bridge","2015-04-07 20:17:43","1","0","<networking><centos><firewall><kvm><bridge>","86","-1","4760497","2015-04-07 20:17:43","",""
"29502421","FastCGI on Centos search php scripts in wrong path","2015-04-07 22:22:35","1","0","<php><apache><centos><fastcgi>","26","0","1656824","2015-04-07 22:50:46","2015-04-07 22:50:46",""
"29521476","","2015-04-08 17:32:23","2","","","","1","1412984","2015-04-08 17:32:23","",""
"29529324","puppetdb stores hash facts as string for some of my nodes","2015-04-09 03:38:49","1","0","<puppet>","23","0","1350657","2015-04-10 16:47:12","2015-04-10 16:47:12",""
"29543573","Postgresql drivers not found when dockerizing TeamCity","2015-04-09 16:06:46","1","0","<postgresql><docker><teamcity>","29","0","795734","2015-04-13 08:33:35","2015-04-13 08:33:35",""
"29510665","PHP CLI has a few seconds delay","2015-04-08 09:20:03","1","1","<php><centos><command-line-interface><delay>","20","0","4073877","2015-04-08 09:20:03","",""
"29534837","Check folder size oid snmp on server centos?","2015-04-09 09:34:21","1","1","<linux><centos><snmp><oid>","37","-2","3990026","2015-04-10 15:21:30","2015-04-10 03:32:31",""
"29541522","Getting executables to run on multiple Linux OS's:","2015-04-09 14:36:48","1","2","<c++><linux><ubuntu><centos>","73","1","904050","2015-04-09 18:40:25","",""
"29543326","Why is Ruby Base64 encoding conversion losing data and how I can route around?","2015-04-09 15:55:09","1","1","<ruby><encoding><utf-8><centos><grape-api>","64","1","1651458","2015-04-10 08:44:23","2015-04-10 07:13:42",""
"29570892","RPM package can be installed with rpm command but fails yum dependency check","2015-04-10 21:22:17","1","1","<dependencies><rpm><yum>","58","0","4775327","2015-04-16 01:22:37","2015-04-13 15:07:50",""
"29576620","boost static link boost.locale error","2015-04-11 10:08:43","1","0","<c++><boost><linker><locale>","24","0","4776691","2015-04-11 10:14:14","2015-04-11 10:14:14",""
"29598728","I want to set up password policy on my Linux server Centos","2015-04-13 06:01:45","1","0","<linux><passwords><centos><pam>","15","-1","4781470","2015-04-13 06:24:47","2015-04-13 06:24:47",""
"29598825","How to install miredo on CentOS 6 via yum","2015-04-13 06:10:32","1","0","<centos><yum>","15","-2","2086105","2015-04-13 06:10:32","",""
"29598880","mv command not working as intended on linux CENT/REDHAT OS","2015-04-13 06:14:49","1","1","<linux><centos><redhat><mv>","34","0","4781460","2015-04-13 07:34:36","2015-04-13 07:34:36",""
"29616904","Inittab fails to shutdown nodejs , starts up fine","2015-04-13 23:49:50","1","0","<node.js><centos><inittab>","9","0","389976","2015-04-13 23:49:50","",""
"29618699","Connecting to a remote CentOS machine","2015-04-14 03:33:26","1","2","<centos><remote-access><remote-desktop>","26","-1","1692342","2015-04-15 00:38:14","",""
"29625130","Fetch a file from ruTorrent via another server with wget/other command","2015-04-14 10:33:52","1","0","<php><http><ssh><get><wget>","20","0","4750778","2015-04-15 12:15:33","2015-04-15 12:15:33",""
"29639717","","2015-04-15 00:38:14","2","","","","0","1692342","2015-04-15 00:38:14","",""
"29647872","How to increase the characters allowed in php GET","2015-04-15 10:31:27","1","0","<php><get>","28","-3","3455531","2015-04-15 10:31:27","",""
"29670154","Put result of command in a environment variable","2015-04-16 09:08:46","1","2","<bash><shell><centos><environment-variables>","24","0","3170517","2015-04-16 13:34:24","",""
"29571799","SpringMvc-Tomcat8-Hibernate4-Centos","2015-04-10 22:45:31","1","0","<spring><hibernate><centos><tomcat8>","27","0","2129980","2015-04-10 22:45:31","",""
"29577832","php script showing as text","2015-04-11 12:23:12","1","0","<php><apache><centos>","30","0","3406000","2015-04-12 00:42:11","2015-04-12 00:42:11",""
"29583699","Hadoop installation: namenode cannot be started","2015-04-11 22:16:06","1","1","<java><linux><ubuntu><hadoop><connectexception>","34","0","4077099","2015-04-13 03:27:23","2015-04-12 20:13:29",""
"29585513","Unable to access RStudio on Hortonworks Sandbox","2015-04-12 03:05:09","1","0","<centos><hortonworks-data-platform><rstudio-server>","9","0","3596233","2015-04-12 03:05:09","",""
"29619383","Why slider handle can not be moved?","2015-04-14 04:50:42","1","1","<javascript><jquery><slider>","26","0","4785634","2015-04-14 05:03:01","2015-04-14 04:56:45","2015-04-14 13:08:00"
"29624116","Setting up master/slave replication databases within my Vagrant box","2015-04-14 09:45:11","1","0","<database><vagrant><database-replication><master-slave><vagrantfile>","17","0","218725","2015-04-14 15:51:05","2015-04-14 15:51:05",""
"29650769","Install php-devel for php 5.5.23 on centos 6.6","2015-04-15 12:52:55","1","1","<php><centos><package>","40","0","4699681","2015-04-15 14:25:03","",""
"29653253","PM2 resurrect not working on reboot - dump.pm2 being emptied","2015-04-15 14:39:46","1","1","<node.js><centos><pm2>","32","0","3768332","2015-04-15 14:39:46","",""
"29657876","how to add node application to running strong-pm daemon","2015-04-15 18:21:54","1","0","<linux><service><centos><daemon><strongloop>","12","0","1254813","2015-04-15 18:21:54","",""
"29670377","admin panel on port 2030 not opening in cent-os web panel","2015-04-16 09:18:58","1","2","<ftp><sftp><centos6><dedicated-server>","13","0","4540167","2015-04-16 09:42:27","",""
"29672600","php -v giving php: symbol lookup error: php: undefined symbol: rl_on_new_line on centos","2015-04-16 10:55:45","1","1","<php><centos7>","23","0","1569384","2015-04-20 08:12:45","2015-04-20 08:12:45",""
"29441036","Permission denied when executing php from command line, and crontab","2015-04-03 23:26:57","1","1","<php><cron><centos>","31","0","1490169","2015-04-04 03:12:43","2015-04-03 23:37:32",""
"29452249","Using AnkhSVN with Visual Studio & CentOS CSVN Repo","2015-04-04 22:49:01","1","0","<java><svn><centos><collabnet>","15","0","4599367","2015-04-04 23:02:29","2015-04-04 23:02:29",""
"29454564","Centos httpd not indexing /var/www/html/?","2015-04-05 05:54:28","1","0","<apache><indexing><centos>","18","-1","4434168","2015-04-05 05:59:29","",""
"29461353","CentOS 6 32bit - Firefox: Error: no display specified. How do i fix this?","2015-04-05 19:31:47","1","2","<firefox><centos><vps><centos6>","31","0","4752410","2015-04-07 04:31:04","",""
"29465092","Got error when install mongodb on centos 6.5(64bits)","2015-04-06 03:50:16","1","1","<linux><mongodb><centos>","42","0","2376700","2015-04-06 13:46:40","2015-04-06 07:29:40",""
"29499791","SSH slow Cassandra cluster","2015-04-07 19:34:02","1","0","<linux><ssh><cassandra><centos>","18","0","4760386","2015-04-07 19:34:02","",""
"29503386","slime - Process inferior-lisp segmentation fault (core dumped)","2015-04-07 23:45:23","1","0","<emacs><lisp><slime><clisp>","19","1","807707","2015-04-08 00:03:08","2015-04-08 00:03:08",""
"29505386","CentOS 6: cannot send email with PHPMailer but ok on laptop","2015-04-08 03:25:20","1","1","<centos><phpmailer><centos6>","23","0","3994745","2015-04-08 03:57:37","",""
"29527054","can an old init.d and upstart script co exist together?","2015-04-08 23:23:48","1","0","<linux><ubuntu><centos><upstart><init.d>","12","0","1042726","2015-04-08 23:23:48","",""
"29529135","Why does my program's memory not release?","2015-04-09 03:15:24","1","2","<c++><memory><deque>","69","0","1784595","2015-04-09 03:42:41","",""
"29533863","Price of centos provided by openlogic on Microsoft Azure","2015-04-09 08:48:31","1","0","<azure><centos><cloud>","14","-2","4362298","2015-04-09 08:48:31","",""
"29538329","Install Oracle on docker centos container: Insufficient disk space","2015-04-09 12:20:47","1","3","<oracle11g><centos><docker>","74","1","826068","2015-04-17 05:55:37","2015-04-09 13:17:01",""
"29550395","Parse linux ""top"" in PHP?","2015-04-09 22:48:45","1","2","<php><linux><centos><monitoring><cpu-usage>","49","0","4478454","2015-04-10 01:07:26","",""
"29559938","apache website not directing to content in centos 6.5","2015-04-10 11:10:02","1","0","<apache><website><virtualhost>","10","0","3548210","2015-04-10 11:10:02","",""
"29575640","cacti graph php curcl issues third party script","2015-04-11 08:10:45","1","0","<php><curl><cacti>","15","0","3406000","2015-04-11 08:10:45","",""
"29579442","Magento Dedicated Server Images deleted","2015-04-11 15:13:27","1","0","<php><apache><magento><caching><nginx>","19","-1","4149343","2015-04-11 15:13:27","",""
"29627782","centos 5.5 how to set scheduled time for start and stop httpd and mysql","2015-04-14 12:49:30","1","2","<apache><centos>","29","1","2256551","2015-04-15 11:43:07","2015-04-15 09:49:35",""
"29635726","Read Inside Text File and Define Each Column as a New Variable","2015-04-14 19:21:47","1","1","<linux><bash><unix><centos><gawk>","26","0","2888846","2015-04-14 19:50:44","2015-04-14 19:27:20",""
"29643271","How to install webacula 7 on centos 7","2015-04-15 06:42:41","1","1","<centos><install><bacula>","49","0","4629569","2015-04-15 06:42:41","",""
"29655373","Docker local registry : push fails","2015-04-15 16:09:39","1","0","<docker><centos6><docker-registry>","92","4","3037171","2015-04-22 07:25:22","2015-04-22 07:25:22",""
"29530203","","2015-04-09 05:07:25","2","","","","2","3592176","2015-04-09 10:22:09","2015-04-09 10:22:09",""
"29538908","Hadoop 2.6.0 Browsing filesystem Java","2015-04-09 12:45:59","1","1","<java><hadoop><directory><centos><filesystems>","30","0","1671538","2015-04-09 14:43:42","2015-04-09 12:51:53",""
"29559304","Do anyone know how to ‘Install Windows 2012 (or any other window)′ over ‘PXE Network Boot Server’ on RHEL/CentOS 7","2015-04-10 10:37:42","1","0","<linux><window><boot><pxe>","17","-2","3701308","2015-04-10 10:41:52","2015-04-10 10:41:52",""
"29559374","","2015-04-10 10:40:39","2","","","","0","4773324","2015-04-10 10:40:39","",""
"29571182","Not able to change hhvm user from hhvm to nginx on CentOS 7","2015-04-10 21:46:16","1","0","<hhvm>","47","1","4748214","2015-04-10 21:46:16","",""
"29571375","Build OpenVDB 3.0 on centos 7","2015-04-10 22:04:46","1","0","<c++><makefile><make>","23","0","2679465","2015-04-10 22:04:46","",""
"29575206","use whiptail with anaconda kickstart","2015-04-11 07:17:43","1","0","<post><centos><installscript><whiptail>","9","0","4675232","2015-04-11 07:46:05","2015-04-11 07:46:05",""
"29590341","connect to virtual machine fro windows machine","2015-04-12 14:10:05","1","1","<networking><browser><virtual-machine>","22","-1","3133212","2015-04-13 20:50:02","2015-04-12 15:35:21",""
"29592595","rpmbuild - CentOS and RHEL","2015-04-12 17:52:23","1","0","<centos><rpm><rhel><rpmbuild>","23","-1","3842251","2015-04-12 17:52:23","",""
"29599081","slc start giving error Error: pm failed, exit with status 1","2015-04-13 06:30:35","1","0","<node.js><amazon-web-services><amazon-ec2><centos><strongloop>","28","0","1254813","2015-04-13 06:30:35","",""
"29606745","Can't get Apache & Django to talk","2015-04-13 13:38:05","1","0","<python><django><apache><mongodb><centos>","29","0","1327124","2015-04-13 17:10:21","2015-04-13 17:10:21",""
"29615389","Passenger/Apache Rails on CentOS only works in Development but not Production","2015-04-13 21:25:38","1","1","<ruby-on-rails><apache><passenger><centos6>","46","0","1000514","2015-04-14 08:51:47","2015-04-14 05:40:06",""
"29615462","install push stream module for nginx","2015-04-13 21:31:02","1","1","<nginx><module><centos>","32","0","4411367","2015-04-14 12:23:45","2015-04-14 12:23:45",""
"29619876","Writing a Storm code for simple word count Topology but it showing the folowing exception...even my storm and zookeeper is up and running on centos","2015-04-14 05:38:14","1","0","<hadoop><apache-storm>","28","-4","4687911","2015-04-14 05:57:19","2015-04-14 05:57:19",""
"29623921","Install only dblink module from postgresql-contrib package in centOS","2015-04-14 09:35:48","1","1","<postgresql><centos><dblink><zypper>","4","-2","4785935","2015-04-14 09:39:27","",""
"29628503","Issue while running neo4j DriverManager.getConnection in linux","2015-04-14 13:22:19","1","1","<neo4j><jackson><spring-data-neo4j>","25","0","3556061","2015-04-15 00:54:38","2015-04-14 17:31:46",""
"29638432","Linux Forward all the syslog","2015-04-14 22:24:26","1","1","<linux><logging><centos><redhat><syslog>","27","0","2562618","2015-04-15 13:52:22","2015-04-14 22:30:35",""
"29640143","How to Install Oracle iPlanet Web Server on CentOS 7?","2015-04-15 01:38:13","1","0","<centos><webserver><centos7>","10","0","4455789","2015-04-15 01:38:13","",""
"29642281","Eclipse with Android SDK Platform on Centos","2015-04-15 05:32:34","1","0","<centos>","9","0","4152203","2015-04-15 05:36:11","2015-04-15 05:36:11",""
"29642421","How to Compile / Run mydlp On Linux (Ubuntu/Centos)","2015-04-15 05:45:56","1","0","<linux><network-programming><centos><erlang><thrift>","29","0","","2015-04-15 05:45:56","",""
"29656198","","2015-04-15 16:51:49","2","","","","1","4793022","2015-04-18 09:28:13","2015-04-18 09:28:13",""
"29659999","Enabling FIPS on google compute engine instance","2015-04-15 20:13:43","1","1","<centos><google-compute-engine><rhel><fips>","28","1","1337004","2015-04-21 15:43:57","2015-04-21 15:43:57",""
"29665955","Lustre 2.7 installation on CentOS 6.6","2015-04-16 05:23:32","1","0","<linux-kernel><centos6><rpmbuild><lustre>","31","0","4357417","2015-04-17 18:48:55","",""
"29432126","ins-20802 - oracle net configuration assistant failed during installation - centos 7","2015-04-03 12:22:41","1","1","<oracle><centos><oracle12c><centos7>","108","0","2565403","2015-04-06 13:57:52","",""
"29494164","Need to insert the value of process ID dynamically into a command","2015-04-07 14:33:56","1","2","<linux><process><centos><file-descriptor>","18","0","2194953","2015-04-08 04:27:08","2015-04-07 14:37:45",""
"29501730","multiple tar (source files) files in rpm.spec file","2015-04-07 21:34:00","1","1","<linux><centos><rpm><centos7>","30","0","4760796","2015-04-07 21:47:27","2015-04-07 21:38:14",""
"29511541","A weird error when trying to write to HDFS","2015-04-08 10:00:29","1","1","<hdfs><cloudera-cdh>","13","0","449303","2015-04-08 10:34:59","",""
"29511655","Why all Linux terminals hang if running program with higher priority","2015-04-08 10:05:57","1","0","<linux><multithreading><terminal><centos>","42","1","1599260","2015-04-08 10:05:57","",""
"29525833","Custom gradle task for rpmbuild","2015-04-08 21:38:44","1","1","<gradle>","19","2","972562","2015-04-17 18:49:55","2015-04-09 03:45:51",""
"29541784","asterisk server and zoiper client","2015-04-09 14:47:44","1","0","<asterisk><voip>","21","-1","3474529","2015-04-09 14:47:44","",""
"29550115","","2015-04-09 22:24:19","2","","","","0","4505013","2015-04-09 22:24:19","",""
"29552297","MySQL doesn't use the options in my.cnf","2015-04-10 02:24:00","1","0","<mysql><centos><virtual-machine><database-replication>","25","0","4735194","2015-04-10 20:49:38","2015-04-10 20:49:38",""
"29569976","Linux PXE multi option selection","2015-04-10 20:16:46","1","0","<linux><pxe>","14","0","4703727","2015-04-10 20:16:46","",""
"29573849","","2015-04-11 03:41:42","2","","","","0","626084","2015-04-11 03:51:19","2015-04-11 03:51:19",""
"29578468","How can I install BackupPC on CentOS 6.5?","2015-04-11 13:34:38","1","0","<centos><backup>","24","-1","4592689","2015-04-11 13:39:59","",""
"29590583","","2015-04-12 14:34:21","2","","","","0","2646955","2015-04-13 20:50:02","2015-04-13 20:50:02",""
"29604579","","2015-04-13 11:49:16","2","","","","0","211514","2015-04-13 11:49:16","",""
"29618621","use shell script to detect inside docker container","2015-04-14 03:24:09","1","0","<shell><docker>","21","0","730346","2015-04-14 03:24:09","","2015-04-14 05:42:39"
"29622535","How to stop Exim on whm/Centos?","2015-04-14 08:27:52","1","0","<centos><whm>","17","-1","2450525","2015-04-14 08:27:52","",""
"29650744","","2015-04-15 12:51:58","2","","","","0","4783831","2015-04-15 12:51:58","",""
"29673499","can anyone tell me how to monitor services on linux (centos) host machines using nagios","2015-04-16 11:35:50","1","1","<linux><service><monitoring><nagios>","30","-5","3106184","2015-04-16 12:22:43","","2015-04-17 13:57:00"
